Text,label
" EVERY State In America Just Turned On Trump, This Is A Major ‘F*ck You’ To POTUS (DETAILS) From day one of Donald Trump s failure of a presidency, it was perfectly clear that the former reality television star thought he was a king and expected America to roll over and do whatever the hell he wanted. Unfortunately for the unworthy POTUS, his presidency is panning out a lot differently than he imagined, and he s just been sent another great big  f*ck you  by the United States.Trump s voter fraud conspiracy has just been dealt a major blow and suffered a humiliating defeat, as every single state in America is refusing to give up the voter data that Trump is demanding. According to The Washington Post: In a rare display of bipartisanship, officials in nearly every state have said they will partially or fully refuse to comply with President Trump s voting commission, which has encountered criticism and opposition after issuing a sweeping request for voter data nationwide. Even as some of the resistance centers on Trump and members of his commission, the broader responses from the states indicate a strong and widespread belief that local officials should be managing elections and that the White House s request for volumes of information went too far. That s right   America as a whole united and agreed that what Trump wanted was unconstitutional or illegal, and made moves to protect Americans  private data. This is not only extremely embarrassing for Trump, but it also reveals that his administration is increasingly lazy and sloppy, having not even bothered to look and see if their request for the voter data was legal by state law!Unlike Trump and his incompetent team, the majority of America is not so reckless and willing to bow down to a complete idiot. This will go down in the books as yet another one of Trump s failures, as he is once again defeated by the checks and balances he thought he could overrun with his dictator-style  leadership.  Way to go, America!Featured image via Drew Angerer / Getty Images",Fake
" This One Sentence BEAUTIFULLY Nails Down Exactly What Kind Of ‘Leader’ Trump Will Be The double-talk that spews forth from King Cheeto s mouth is astonishing, if for no other reason than so many people believe all of it. He s a liar, he s a hypocrite, he s an autocrat, he s a narcissist. And he promises to continue talking out of both sides of his mouth the same as he did on the campaign trail.And his audiences will continue to eat up every syllable. Why on earth do they do that? Matt Bai, a political columnist at Yahoo! News, boils it down to this one sentence: Trump is a pure opportunist, a pitch-perfect crooner of whatever note resonates.  [emphasis mine]BOOM! There it is, right there. Trump knows exactly what will make people respond favorably to him and he says it. In doing so, he renders anything he said before irrelevant, no matter how contradictory. Look at all his cabinet picks that followed his promise of  draining the swamp  of Washington insiders, elites and cronies. His cabinet is Wall Street bankers. It s establishment politicians. It s members of the very same military leadership he called stupid during his campaign.Trump embodies a type of leader known as the  charismatic leader,  and that s not necessarily a good thing. True, not all charismatic leaders are bad, but they aren t all good either. In Trump s case, this is a very bad thing. In Management Today, columnist Adam Gale says the world that Trump comes from is one where  force of personality is more important than collaboration or cold reasoning. That s all that matters, and why we re suddenly living in a post-fact world. Facts, truths, and reason don t matter if Trump can convince people they don t matter. And he himself admitted to playing his audiences like the violins they re not in The Art of the Deal: I play to people s fantasies. People may not always think big themselves, but they can still get very excited by those who do. That s why a little hyperbole never hurts.  [emphasis mine]Think he won t do that as President? Think again   he s already done it. His loyal subjects still bleat about how amazing he is to have struck a deal with Carrier to keep jobs here in the U.S. They completely ignore the facts that Carrier is still sending jobs to Mexico and is planning to raise prices. They don t seem to care that they re going to automate their Indiana plant, which will destroy some of those jobs Trump supposedly saved so they can keep their costs down. Their parent company s CEO, Greg Hayes, said that outright: We re going to automate to drive the cost down so that we can continue to be competitive. Is it as cheap as moving to Mexico with lower cost labor? No. But we will make that plant competitive just because we ll make the capital investments there. But what that ultimately means is there will be fewer jobs. In the case of the Carrier deal, Trumpkins  specific fantasy is the idea that Trump can coerce, cajole, and even strongarm companies, one by one, into not only keep jobs here, but also into at least maintaining their current workforce, or adding more jobs. The fantasy is that Trump is going to be able to erase every individual s personal economic distress.That s impossible, but that s what they see through their rose-colored glasses. There are other fantasies, too, like this: My whole life I ve been greedy, greedy, greedy. I ve grabbed all the money I could get. I m so greedy. But now I d like to be greedy for the United States. Washington Post columnist and The Nation publisher Katrina vanden Heuvel hit the nail of that Trumpkin fantasy on the head with this: It was a compelling story: the rapacious mogul turned Robin Hood, setting out to reform the rigged system that made him rich in the name of the common good. She went on to describe how that s an illusion that Trump has created for his faithful subjects, but which his actual policy positions during his campaign should have shattered.This is how Trump s followers can keep right on crowing about Trump s awesomeness and how he s the president we need to be great again. One could even say that they re brainwashed in a very real way (they also seem to be too stupid to see how stupid they are, but that s a different subject).Oh sure, there are a few who are angry. There are a few who have woken up. Former Congressman Joe Walsh, of Illinois, is one such person (and agreeing with that man on anything at all makes us feel like we re in a bizarre alternate reality where night is day, hell is cold, and dragons really do exist, but, well, there it is).Sarah Palin called out his deal with Carrier as crony capitalism.But so many others? They re on social media being as trashy as ever toward the press, toward Democrats, toward anyone who doesn t march exactly to Trump s drumbeat. They re calling any news that doesn t reinforce the golden crown they see on Cheetolini s head  fake news,  and completely ignoring how many campaign promises Trump has already broken. They trust him implicitly because he knows exactly how to sing their tune in perfect time and pitch. Whether he means it is irrelevant.And he ll keep right on playing them. Bai said he ll do it until someone can prove to him that there s a real cost. Bai is right.Featured image by Chip Somodevilla via Getty Images",Fake
" Chaffetz Says Screw Congress, Might Leave Before His Term Is Up (DETAILS) House Oversight Committee Chairman Jason Chaffetz (R-Utah), doesn t think he wants to be a Congressman anymore. He already dropped jaws when he announced that he would not be running for Congress again, but now he says he might not even finish out his term and may just run for the hills instead.Speaking to KSL News Radio s Doug Wright on Thursday, Chaffetz said he hasn t decided what he is going to do yet, but he might choose not to finish out his term. He made it clear that he still hasn t made up his mind about what he will do and is taking into consideration what the state of Utah would have to do to replace him if he walks away from his seat. I will continue to weigh the options, but I might depart early,  Chaffetz told the radio host.On Wednesday, Chaffetz made the announcement that he would not be running for either the House or Senate in 2018. However, at no point has he tried to rule out the possibility of a future run for another office, such as governor of Utah, for example.At this point, his office has not returned requests for comment or released an official statement. Chaffetz is currently serving his fifth term. If he chooses to remain in Congress, he would be able to serve as House Oversight Committee Chairman until 2020 according to the House GOP s present rules, which limit committee chairs to three terms.Chaffetz said he is considering abandoning his career in Congress because he wants to spend more time with his family and is ready to return to the private sector. If he does decide to leave, the race to fill his seat as chairman of the Oversight Committee will commence. So far, no one on the powerful committee has been willing to publicly confirm whether they would be interested in taking his place as chairman.Featured image via Chip Somodevilla/Getty Images",Fake
"Mulvaney has legal standing take charge of U.S. Consumer Financial Protection Bureau: White House WASHINGTON (Reuters) - White House budget director Mick Mulvaney has legal standing to take charge of U.S. Consumer Financial Protection Bureau, a role he began on Monday, White House spokeswoman Sarah Sanders said. “Director Mulvaney has taken charge of that agency and has the full cooperation of the staff and things went very well during his first day,” Sanders told reporters. “I think the legal outline shows very clearly who is in charge of that agency.” ",Real
"House Democratic leaders urging 'no' vote on spending bill: CNN reporter WASHINGTON (Reuters) - Steny Hoyer, the No. 2 Democrat in the U.S. House of Representatives, said on Tuesday that House Democratic leaders are asking their rank-and-file members to vote against a stopgap government funding bill, according to a CNN reporter on Twitter. A House Republican aide said earlier on Tuesday that the spending bill would fund the government until Jan. 19, and include funding for disaster aid and a five-year extension of the Children’s Health Insurance Program. ",Real
"House panel to consider measure seeking Comey firing documents WASHINGTON (Reuters) - A House of Representatives committee said on Tuesday it will consider this week a resolution asking President Donald Trump and Attorney General Jeff Sessions to provide documents related to Trump’s firing of James Comey as FBI director. The House Judiciary Committee said it would consider the resolution of inquiry asking Trump to provide the documents to the House and directing Sessions to do so on Thursday. Trump fired Comey, who was overseeing the investigation of ties between his campaign and Russia, on May 9. Moscow has denied any effort to influence the 2016 U.S. election, and Trump has disputed any allegations of collusion between his associates and Russia. ",Real
" POLL: Trump Is The Least Popular President Of All Time — And It’s Getting Worse Donald Trump may think he s the best, but it looks like most Americans disagree. In reality, he s the worst. Numerous polls show that Trump is the least popular president ever. And the more time passes, the lower his approval rating sinks.The most recent Gallup Poll shows Trump s approval rating at a mere 37 percent, with 58 percent of Americans disapproving of the job he s doing as president. That s down from a brief stint at 40 percent approval earlier this month. His lowest approval ratings came in March when only 35 percent thought he was doing a decent job in the White House, but he is darn close to that now.In fact, other polls show that he has already reached the magic number of 35 percent approval, his all-time low. The American Research Group has Trump s approval rating at 35 percent, which has dropped from 37 percent approval in June and 39 percent in both May and April. Rasmussen Reports, Trump s favorite poll, also showed that Trump s approval rating is currently tied with his all-time low.According to Newsweek, Trump is closing in on his record low approval ratings in just about every poll out there. Five Thirty Eight has Trump s approval rating at 38.4 percent, just 0.4 points above his all-time low.But these aren t just record lows for Trump, they are record lows for any U.S. president ever. That s right, Trump is officially the least popular president in the history of the United States and he s only been in office for six f*cking months.It s official: @realDonaldTrump is the least popular new president in history.That could mean big trouble for his presidency. (@Reuters) pic.twitter.com/lzuJY2ZZ3P  Chris Riotta (@chrisriotta) July 21, 2017Despite the fact that the majority of Americans disapprove of the alleged president, Trump s core supporters still back him, even as the Russia scandal continues to heat up. A poll from earlier this week found that just like Trump said during his campaign, even if he shot someone on Fifth Avenue, there are a good many of his supporters (and a subset of Republicans in general) who would back him anyway.Featured image via Alex Wong/Getty Images",Fake
" Yet Another Asshole Just Rammed A Bunch Of Protesters With His Car (VIDEO) Yet another horrible human being decided to ram his car through a crowd of protesters in California on Thursday.Daniel Wenzyk, who was convicted of committing lewd acts against a child under the age of 14 in 2006, apparently got impatient as protesters rallied for immigrants  rights and did what we can normally expect from horrible human beings: he tried to run a bunch of people down with his car. I think he was trying to get through the crowd,  Lt. Adam Hawley said of the incident, dismissing concerns that the numerous protesters who were injured were  victims of what appears to be a deliberate and hateful crime. We don t have any indication he was trying to harm somebody,  Hawley says. Video of the incident shows Wenzyk deliberately plowing his car through people, which brings Hawley s account heavily into question,In total, six protesters were taken to a hospital for evaluation after the attack. Fortunately, no one sustained serious injuries.Despite Hawley s assertion that the child molester was not trying to hurt anyone, Wenzyk was arrested for assault with a deadly weapon. He was later released pending the results of the investigation.Watch the attack below and decide for yourself if it was deliberate:Man arrested and released after driving through immigration protest in California. No one was seriously hurt. Story: https://t.co/jtbyPl4qER pic.twitter.com/jibpKdMSlG  AP West Region (@APWestRegion) October 27, 2017Featured image via screengrab",Fake
" CNN Host Expertly SHREDS Trump And Conservative Commentator For Trashing John Lewis (VIDEO) President-elect Donald Trump made another MAJOR mistake when he had the audacity to trash civil rights icon Rep. John Lewis (D-GA) just two days before Martin Luther King Day.It all started because Lewis said what many Americans were thinking when he stated, I don t believe Donald Trump is a legitimate president , and Trump couldn t hold back his little orange fingers and gigantic temper tantrum. He tweeted: Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk   no action or results. Sad! The clueless former reality television star got absolutely gutted on Twitter for this, and rightfully so. Unfortunately, his moronic supporters are defending him   one of them being CNN conservative political commentator and radio host Ben Ferguson, who bashed Lewis  comments and called them  unprecedented.  Ferguson said: I can t imagine the fallout, the backfire that you would have if a Republican ever implied that about Barack Obama or Bill Clinton or JFK or anyone else for that matter. Anyone in their right mind not only knows that Lewis is right, but that Trump is a moron for criticizing the civil rights hero. CNN host Poppy Harlow was having none of it, and she immediately tore into Ferguson and the Republican party for complaining about the same things they did to President Barack Obama for the past 8 years. She said: Ben, Ben, Ben, that s exactly what many Republicans did, including the president-elect for years questioning the legitimacy of the first black president. Bringing up the fact that Trump was a major voice behind  birther  conspiracy theories involving Obama, Harlow totally shut Ferguson down by reminding him,  The president-elect did that to the sitting president for years. You can watch the pro-Trump Republican get put in his place below:Featured image is a screenshot",Fake
" Trump’s Rhetoric Just Resulted In A Trillion Dollar Economic Loss Worldwide If Donald Trump wants to take credit for something he actually did to the economy, now would be the time.Earlier this week, Trump threatened war against North Korea, resulting in a war of words with Kim Jong-Un and escalated threats that culminated in a Friday morning tweet from Trump.Military solutions are now fully in place,locked and loaded,should North Korea act unwisely. Hopefully Kim Jong Un will find another path!  Donald J. Trump (@realDonaldTrump) August 11, 2017The rhetorical march towards what could end up being a real nuclear war wrecked havoc on global markets, including Wall Street, as stocks plunged. In all, the economic loss added up to $1 trillion, the effects of which will likely hit households in America and around the world hard.According to the St. Louis Post-Dispatch,With the tense mood pushing European shares down for a third day and Wall Street set to fall again, global stocks were on course for their worst week since Donald Trump won November s U.S. presidential election. We do just not know what happens next with the North Korea situation,  said BNY Mellon FX strategist Neil Mellor. For quite some time the market hasn t really reacted to things on the Korean Peninsula because we know from the past it is largely North Korean saber-rattling, and it may yet be. But with the rhetoric having gone to a different level, the market just can t afford to take that risk. Many world stock markets have hit record or multi-year highs in recent weeks, leaving them vulnerable to a sell-off, and the tensions over North Korea have proved the trigger.Indeed, Asia Pacific shares just suffered their biggest one-day loss since December. South Korea s KOSPI dropped by nearly a full two percent.In addition,  Australian shares were down 1.3 percent, set for a weekly loss of 0.6 percent and Chinese and Hong Kong bluechips lost 1.6 percent and 1.9 percent respectively. What has changed this time is that the scary threats and war of words between the U.S. and North Korea have intensified to the point that markets can t ignore it,  said Shane Oliver, head of investment strategy at AMP Capital in Sydney, reports the Post-Dispatch.The Dow Jones has also been falling since Tuesday, the same day Trump threatened North Korea with  fire and fury.  As of Friday, the Dow has shed 300 points.Trump often brags about the stock market even though the record growth began under President Obama. Donald Trump has not enacted a single economic policy since taking office. The stock market had continued setting records thanks to President Obama s handling of the economy and steady leadership. Trump was merely taking credit for Obama s achievement.But now the stock market is falling in America and around the world because of Trump s war rhetoric, which means this trillion dollar loss is all his fault. There is no blaming President Obama for this economic slide. Trump owns this. And more rhetoric or an attack on North Korea will just make things worse.Featured image via Alex Wong/Getty Images",Fake
" Republicans Kill Trump’s Dream To Repeal Obamacare, Ready To Work With Democrats (DETAILS) Despite the humiliating failure Donald Trump and the Republican Party brought upon themselves by trying to repeal and replace Obamacare, Trump continues to keep pressuring GOP lawmakers to do his pathetic bidding and pass some form of Trumpcare. Even as it s clear to everyone else that lawmakers must move on and focus on other things, Trump is threatening to withhold ACA payments from insurance companies. However, Trump has just been handed a devastating blow as Senate Majority Leader Mitch McConnell makes moves toward a bipartisan approach to health care.This is seriously the last thing Trump wants, but it s happening and the GOP doesn t care how Trump feels about it. According to CBS News: A week after an attempt to repeal the Affordable Care Act failed, Senate Majority Leader Mitch McConnell says he d consider a bipartisan effort to continue payments to insurers to avert a costly rattling of health insurance markets.McConnell told reporters Saturday there is  still a chance  the Senate could revive the measure to repeal and replace  Obamacare,  but he acknowledged the window for that is rapidly closing. Everyone knows that the Obamacare repeal is hopeless. Americans are strongly against it, and nothing the Republican Party has put forward over the last few months has even been close to an alternative. Republicans are slowly becoming aware that a bipartisan bill might be their only chance to have some sort of impact on health care   and if Congress approves a bipartisan bill with enough support to override a presidential veto, Trump will be forced to sign the bill whether he likes it or not.Trump s presidency looks more and more like a failure every single day. Even the members of his own party are ignoring him and moving away from his agenda. Trump isn t a president, he is a joke.Featured image is a screenshot",Fake
" CNN CALLS IT: A Democrat Will Represent Alabama In The Senate For The First Time In 25 Years Alabama is a notoriously deep red state. It s a place where Democrats always think that we have zero chances of winning   especially in statewide federal elections. However, that is just what happened on Tuesday night in the Special Election to replace Senator Jeff Sessions. Doug Jones, the Democratic Senate candidate who is known in the state for prosecuting the Ku Klux Klan members who bombed a church during the Civil Rights Movement and killed four little African American girls, will be the next Senator from Alabama. CNN has just called the race, as there seems no more GOP-leaning counties out there.To contrast, Roy Moore had been twice removed from the Alabama Supreme Court as Chief Justice for violating the law, and was also credibly accused of being a sexual predator toward teen girls. Despite all of that, though, the race was a nail biter, because Moore has a long history and a deep base in Alabama. Of course, decent people   including Republicans   were horrified at the idea of a man like Roy Moore going to the Senate. Despite the allegations of sexual predation, Moore also had said many incendiary things, such as putting forth the idea that Muslims shouldn t be allowed in Congress, that homosexuality should be illegal, and that America was great when slavery was legal. And that s just for starters, too.Thank you Alabama, for letting sanity prevail in this race. Oh, and a message to Democrats   this is proof we can compete everywhere. Get a fifty state strategy going so we can blow the GOP outta the water in 2018.Featured image via Justin Sullivan/Getty Images",Fake
" Trump Suffers HUMILIATING Reality Check After Bragging About The Number Of Bills He Has Signed Donald Trump stroked his own ego again and got humiliated for it.During a very creepy Cabinet meeting where each member took their turn praising Trump on national television, Trump bragged about the number of bills he has signed, claiming to have signed more legislation than any other president in history except Franklin Roosevelt. I will say that never has there been a president   with few exceptions, in the case of FDR he had a major Depression to handle   who s passed more legislation, who s done more things than what we ve done,  Trump boasted.Technically, it s sort of true. Actually, Roosevelt and Truman signed more. But the kind of legislation Trump has signed thus far is insignificant. For instance, most of the bills include creating memorials, designating buildings, appointing members to the Smithsonian board, encouraging Americans to display the flag on a certain day, and a bunch of other pithy bills that really are pathetic when you consider all the major pieces of legislation other presidents signed after they took office.But that didn t stop Trump from blowing his own horn again on Twitter Friday morning.I ve helped pass and signed 38 Legislative Bills, mostly with no Democratic support, and gotten rid of massive amounts of regulations. Nice!  Donald J. Trump (@realDonaldTrump) June 23, 2017Again, Trump has no major legislative achievements, and it should be pointed out that President Obama signed plenty of bills, including major pieces of legislation without Republican support. Unlike Trump, Obama didn t whine about it.Predictably, and rightfully so, Twitter users were quick to bash Trump for bragging about his pathetic record.Literally every single major legislative effort you ve had has FAILED DRAMATICALLY!  Jules Suzdaltsev (@jules_su) June 23, 2017Except that the regulations that this administration got rid of were essential to protecting the environment and checking Wall St excesses.  Anirvan Ghosh (@anirvanghosh) June 23, 2017Praising yourself = sad & desperate Ending self praise with  Nice!  = high fiving yourself after masturbating  Pep Rosenfeld (@peprosenfeld) June 23, 2017No Major Bills, despite having the House and Senate on your side. NOT NICE!  Impeach Donald Trump (@Impeach_D_Trump) June 23, 2017you ve mostly just removed laws that protect living creatures. Congratulations, fuck face. https://t.co/OjgRh2V7Id.  kim (@kim) June 23, 2017Congrats as well, 4 signing bill that now allows hibernating bears in Alaska 2 be shot by hunters, as well as tracked by aircraft & killed!!  Pam W ?????? (@dallaspamela53) June 23, 2017You are a seriously needy lil bitch  Rogue CPI (@RogueCPI) June 23, 2017It takes a real small man to feel the need to brag. Thanks for the daily reminder of how weak and fragile you are #LamePOTUS  Scott Greenstone (@sgreenstonenj) June 23, 2017Donald Trump is a pathetic old man who should be getting impeached and thrown in prison for the rest of his miserable life. Instead, Republicans are letting him disgrace the presidency and embarrass the United States on a daily basis. 2020 can t get here soon enough.Featured Image: Alex Wong/Getty Images",Fake
"'Nonsense': Powerful Republican denounces White House information shut-out WASHINGTON (Reuters) - An already contentious move by Republican President Donald Trump to block opposition Democratic lawmakers from getting information about his administration received its most scathing criticism yet on Friday - from one of the most powerful Republican members of the U.S. Senate. Judiciary Committee chairman Chuck Grassley of Iowa, in a more than 2,100-word letter to the White House, asked Trump to rescind unprecedented guidance that told executive agencies they do not have to honor requests for information from lawmakers in the minority party, currently the Democrats. This week in hearings all over Capitol Hill members of both parties have criticized the information block. Democrats have posited that the Trump administration is trying to hide mistakes, problems or wrongdoing from them. Grassley, who has served in the Senate since 1981, called the guidance “nonsense” and described it as “a bureaucratic effort by the Office of Legal Counsel to insulate the executive branch from scrutiny by the elected representatives of the American people.”  The Judiciary Committee has jurisdiction over the Justice Department and its Office of Legal Counsel, which published the guidance last month. Grassley said it goes against the U.S. Constitution by misrepresenting how Congress functions and trying to tell the legislative branch how to do its job. It also impedes Democratic lawmakers’ ability to check up on the president, a responsibility also laid out in the constitution, Grassley wrote in a letter replete with footnotes and case citations. “I know from experience that a partisan response to oversight only discourages bipartisanship, decreases transparency, and diminishes the crucial role of the American people’s elected representatives,” he wrote. “Oversight brings transparency, and transparency brings accountability.”  The Justice Department declined to comment on Grassley’s letter or the guidance. The White House did not return a request for comment. The Office of Legal Counsel has not explained the impetus for publishing the opinion. The guidance did not single out Democrats by name. Instead, it addressed information requests to executive agencies from the highest-ranking lawmaker from the minority party sitting on congressional committees, called ranking members. The Republicans hold the majority in both the Senate and U.S. House of Representatives and therefore chair all the committees, with Democrats as ranking members.  The opinion said that agencies only have to respond to  information requests from committee chairs. Ranking member requests “do not trigger any obligation to accommodate congressional needs and are not legally enforceable through a subpoena or contempt proceedings,” it said. ",Real
" CNN Commentator DEVASTATES Trump Supporter Who Thinks Using The N-Word Is Great (VIDEO) This should come as no surprise to most of us, but Trump supporter Don King let the  N-word  slip out during a recent speech in an Ohio Church. It s also unlikely that you ll be surprised at the fact that Trump was sitting right behind him, smiling with glee when it happened.Trump LOVED hearing the  N-word  (screenshot)CNN commentator Angela Rye spoke about this terrible incident with a Trump supporter, and the racism behind the Trump campaign got even worse. When Rye asked white Trump surrogate Joseph Borelli to  Please tell me that you understand  how offensive it was to use the  N-word  in 2016, she didn t quite get the answer she was hoping for. In fact, it was the exact opposite. The white panelist basically said that since rappers use the  N-word , it s fair game for Don King and everyone else. Borelli said: Have you not listened to music where other African-Americans use language far worse than this? Rye couldn t believe her ears, and gave Borelli a chance to save himself as she begged,  Please don t do that to me. Please don t do that to me, today. And of course, the dense Trump supporter didn t take the hint: I am going to do it, though. You can t say that Don King is saying a word that is now suddenly unacceptable. It s not one that I would use, but it s perhaps a word that Don King would use. That s when Rye went off and tore him a new one. In making her point, Rye warned,  What I m saying to you, is this trivializes your candidate s black outreach. You can watch Rye shred Borelli below:@CorporateBarbie@metroadlib RT @keithboykin: .@angela_rye for the win! #DonKingpic.twitter.com/otd8owrCU7  Thanks for Asking (@ykesha2001) September 21, 2016Rye also didn t hesitate to point out the fact that Trump was smirking during the  N-word -heavy speech, which will undoubtedly create more trust issues with African American voters:.@angela_rye on Trump surrogate using the N word during a minority outreach event https://t.co/fVy4GUzMZU  Eugene Scott (@Eugene_Scott) September 21, 2016Featured image via screen capture",Fake
"U.S. ends program for Central American minors fleeing violence NEW YORK (Reuters) - The U.S. Department of Homeland Security terminated a program on Wednesday that allowed minors fleeing violence in El Salvador, Guatemala and Honduras to settle in the United States, ending travel hopes for more than 2,700 children awaiting approval. In a notice published in the Federal Register that goes into effect Aug. 16, the government said it was ending the practice of granting parole under the Central American Minors (CAM) Program, which was offered to children even if they had been denied refugee status. The program started at the end of 2014 under the administration of former President Barack Obama as a response to tens of thousands of unaccompanied minors and families from Central America who arrived at the U.S.-Mexico border seeking entry into the United States.   An executive order on border security signed by U.S. President Donald Trump days after he took office in January triggered a review of the program, putting on hold applications of more than 2,700 children who had been conditionally approved for entry into the United States. Now those applications will be canceled. The bulk of the children approved for the program were from El Salvador. Immigration advocacy group Kids in Need of Defense (KIND) said that cancelling the program would lead to more children to try to find other means to enter the United States.  “These children have been repeatedly told by the U.S. government, including the Trump Administration, not to migrate to the United States due to safety concerns,” the organization said in a statement. “Now this Administration is cutting off the only authorized channel and leaving children no choice but to make the perilous journey to the United States.” The program allowed children under 21 years old with parents lawfully living in the United States to apply for a refugee resettlement interview before making the journey to the United States.  As of August 4, more than 1,500 children and eligible family members had arrived in the United States as refugees under the CAM program, according to the State Department.  Children who did not qualify for refugee status and had no other means of reuniting with their parents in the United States  could also apply for entry under the program. They would be approved for parole for two years, allowing them to travel and stay in the United States and apply for work permits.   Since its inception, more than 1,400 children were granted parole and allowed to travel to the United States. They included  1,110 from El Salvador, 324 from Honduras and 31 from Guatemala, according to a spokesman from U.S. Citizenship and Immigration Services (USCIS).  Now, they will have to re-apply for parole once their two-year term expires but will only be able to have it renewed if they can demonstrate “an urgent humanitarian or a significant public benefit reason” for them to stay, the federal register said. Parole decisions would be determined on a case-by-case basis. More than 13,000 people have applied for the program since it began, the State Department said. Around 1 percent of applicants were denied both for refugee status and parole, according to the USCIS spokesman. The refugee portion of the program will not be affected by Wednesday’s termination and children stranded abroad can still apply as refugees.  ",Real
" WATCH: Jake Tapper BURIES Kellanne Conway For Lies And Hypocrisy About Terrorism Coverage Jake Tapper laid into Kellyanne Conway on Tuesday over Donald Trump s claim that the media is covering up terrorist attacks.On Monday, Trump literally accused the media of ignoring terrorist attacks to keep the American people in the dark and to keep them in opposition to his Muslim ban. It s gotten to a point where it s not even being reported,  Trump told U.S. Central Command.  And in many cases, the very, very dishonest press doesn t want to report it. They have their reasons and you understand that. Except that the media has covered lots of terrorist attacks over the years, most of them extensively and journalists have risked their lives to report on some of them.Trump released a list of supposed undercovered terrorist attacks and the list somehow included Paris, Nice, and San Bernardino among other significant attacks even though the media exhaustively covered them.So CNN let Conway appear again on the network to answer for Trump s lies, and they apparently did that so she could get her ass handed to her by Jake Tapper.During the interview, Tapper demanded to know why Trump won t stop lying and refused to take Conway s bullshit when she attempted to spin. After he said that, the White House released a list of the attacks that he was supposedly referring to as, in his words, not even being reported, I want to put some footage of CNN reporters covering attacks that were on that list,  Tapper said.  Saying that we don t cover terrorism, that s just false. And, indeed, he did put the footage up and forced Conway to concede that not only did CNN cover many of the attacks on the list, they did a good job doing it.But Conway still tried to claim that Trump was somehow making a point by including those attacks and she soon began whining about how the media has covered Trump from the campaign trail to the White House.Apparently, the Wicked Witch of the West expected all the media coverage to be one big cheerleading squad for the Trump administration.That didn t fly with Tapper. That s a lovely spin, but that s not what he was saying Kellyanne,  Tapper said, reminding her that Trump literally accused the media of not reporting on these attacks.And then Tapper went for the jugular and demanded to know why Trump has remained silent about a terrorist attack in Quebec, Canada that was committed against a mosque by a white right-wing Trump fan. President Trump has not said or tweeted one public word about this,  Tapper said.  You want to talk about ignoring terrorism, why hasn t the president offered his sympathy to our neighbors in the north? Mic. Dropped.Conway tried to claim that Trump is opposed to any loss of life, but the fact is that while he constantly whines about petty things on Twitter on a daily basis, he couldn t even be bothered to say anything about the attack in Quebec. In fact, all of the terrorist attacks Trump listed were committed by Muslim extremists, conveniently ignoring the higher number of terrorist attacks committed by white right-wingers in this country.Tapper even noted that Trump found time to tweet about the attack at the Louvre in Paris in which no lives were lost but completely ignored the Quebec attack that killed six innocent people.Here s the video via YouTube.Seriously, CNN and every other media outlets should permanently ban Kellyanne Conway from appearing on their programming. Even when confronted with the truth she continues to lie for Donald Trump and then spins by whining about media coverage. It s the only play she has in her playbook and it is embarrassing and pathetic.Featured Image: Screenshot",Fake
" Scumbag Gets ONLY 10 Days In Jail For Trying To Murder A Woman When She Refused To Have Sex With Him These kinds of slaps on the wrist should get judges fired. Period.Wesley Dylan Marshall is probably only going to serve 75 percent of a ridiculous 10 day jail sentence for what he did to a 19-year-old woman this past July.During a stay at the Church Hill Motel with the woman and another man, Marshall became angry and assaulted the woman by literally throwing her off the side of a balcony two stories high because she consented to having sex with the other man and not him in celebration of her birthday.According to the Kingsport Times-News,Aside from the jail time and anger management classes, Marshall was sentenced to 11 months and 29 days of probation, ordered to serve 96 hours of community service, issued fines and fees totaling $1,237 and ordered to have no contact with the victim.It all adds up to yet another light sentence for a white guy who committed violence against a woman, proving once again that the judicial system and the law does not go far enough to protect women from assholes like Marshall.Judges across the country have disgraced themselves by sentencing rapists and abusers to light sentences.In June, Judge Aaron Persky sentenced rapist Brock Turner to only six months in jail, igniting a firestorm of criticism.In August, Colorado Judge Patrick Butler gave a rapist ZERO prison time.A Massachusetts judge did the same thing during the same month and even gave the perpetrator permission to serve his probation in another state so he can attend college.And a Montana judge is facing impeachment for sentencing a man to just 60 days in jail for raping his own daughter.This latest sentencing in Tennessee is just adding to the pattern.Clearly, there are far too many judges in this country who have a frat boy attitude about the way white guys treat women and it s only getting worse.Featured Image: Raw Story",Fake
"U.S. Senate still on track to release tax bill Thursday: aide WASHINGTON (Reuters) - The U.S. Senate is still on track to release on Thursday its version of a bill to overhaul the nation’s tax code, a congressional source told Reuters. Senate Finance Committee Chairman Orrin Hatch has not announced a specific day for the bill’s release and said only that it would be toward the end of the week.   Axios reported on Wednesday that the bill would be delayed past Thursday, but the source told Reuters it was on track to be released that day. Friday is a U.S. holiday and the Senate will not be in session. The House of Representatives released its version of the tax  legislation backed by Republican President Donald Trump last week and is aiming to vote on its bill next week, a senior Republican said. Passing the tax overhaul has been a priority for Trump, who says it will stimulate economic growth and create jobs. But Republicans have yet to score a major legislative accomplishment since the president took office in January, even though the party controls also both chambers of Congress. ",Real
